track_id,track_name,artist,genre,release_year,danceability,energy,tempo,streams
354,Shadow Night,Alexis Johnston,Hip-Hop,2003,0.779,0.654,119,2611648
355,Fire Lonely,Andrea Roberts,Soul,2008,0.552,0.404,80,3357604
356,Sky Fire,Joseph Banks,Hip-Hop,2020,0.642,0.394,137,1961243
357,Shadow Paradise,Sarah Ruiz,Soul,2009,0.511,0.346,138,4318630
358,Broken Shadow,Jennifer Cortez,Electronic,2021,0.609,0.82,129,4634980
359,Dream Broken,Connor Hartman,Alternative,2001,0.625,0.647,64,4196517
360,Shadow Night,Kelly Schmidt,R&B,2019,0.995,0.255,119,9524894
361,Fire Forever,Kelly Carr,R&B,2015,0.742,0.53,120,1062078
362,Shadow Lonely,Eric Wright,Pop,2014,0.432,0.404,69,2213606
363,Love Forever,Patricia Robinson,Alternative,2020,0.607,0.51,110,4180737
364,Light Paradise,Anthony Trevino,R&B,2008,0.395,0.663,138,1912712
365,Lonely Love,David Robinson,Rock,2023,0.414,0.751,106,2839300
366,Night Fire,Chelsea Roberts,R&B,2009,0.986,0.561,127,3955367
367,Dream Forever,Jason Lee,Electronic,2000,0.67,0.938,133,3160828
368,Dream Sky,Lucas Burke,Hip-Hop,2009,0.739,0.7,165,2461180
369,Dream Light,Tiffany Martinez,R&B,2015,0.546,0.404,134,2108082
370,Night Forever,Julie Fernandez,Soul,2010,0.527,0.253,94,2765490
371,Shadow Paradise,Leah Cole,Hip-Hop,2023,0.798,0.3,146,8603492
372,Paradise Paradise,Patricia Figueroa,Soul,2021,0.545,0.267,72,5973548
373,Night Lonely,Lauren Edwards,Pop,2015,0.691,0.574,-13,2124025
374,Fire Forever,Susan Young,Rock,2007,0.563,0.712,155,6554994
375,Heart Paradise,Erica Hamilton,Hip-Hop,2007,0.751,0.687,121,5675648
376,Lonely Love,Zachary Dougherty,Alternative,2020,0.602,0.657,116,2697378
377,Shadow Paradise,Brian Carpenter,Rock,2005,0.578,0.659,140,3157762
378,Heart Broken,Edward Chavez,Rock,2022,0.611,0.884,97,2988266
379,Sky Fire,Nicole Bell,R&B,2018,0.739,0.641,148,2239065
380,Dream Love,Steven Bray,Alternative,2014,0.449,0.402,129,4700819
381,Forever Broken,Helen Le,Pop,2005,0.633,0.496,108,2802843
382,Sky Night,Christopher Johnson,Soul,2015,0.344,0.474,116,3433349
383,Broken Love,James Williams,Hip-Hop,2023,0.754,0.521,145,3411322
384,Night Forever,Christine Carey,Hip-Hop,2002,0.64,0.735,143,4297416
385,Night Night,Christopher Diaz,Pop,2005,0.477,0.887,93,5889466
386,Night Forever,Chelsey Mcdonald,R&B,2011,0.567,0.554,134,1966933
387,Night Fire,Debra Mcguire,Alternative,2013,0.622,0.797,122,2868334
388,Dream Light,Monica Ross,Alternative,2004,0.308,0.341,122,2130849
389,Dream Fire,Carl Schmidt,Soul,2012,0.318,0.333,105,2247064
390,Shadow Broken,Laura Cole,Rock,2015,0.722,0.908,145,2570679
391,Lonely Shadow,Kimberly Taylor,R&B,2006,0.645,0.367,130,4921465
392,Dream Dream,Theodore Hill,Rock,2004,0.671,0.748,117,4230387
393,Heart Night,Angela Davis,Electronic,2009,0.667,1,130,3308711
394,Fire Sky,Jeff Howard,Soul,2011,0.599,0.413,97,2935639
395,Fire Love,Seth Jimenez,Soul,2006,0.487,0.369,85,1705737
396,Forever Dream,Kyle Joseph,Rock,2006,0.585,1,118,832691
397,Night Fire,Donald Warner,Rock,2006,0.386,0.824,146,3999462
398,Sky Forever,Brian Hendrix,R&B,2014,0.695,0.423,108,4616408
399,Fire Night,Michael Moody,R&B,2011,0.528,0.514,145,4726012
400,Forever Love,Emily Carlson,Electronic,2022,0.572,0.707,124,3617942
401,Lonely Sky,Jeremiah Paul,Hip-Hop,2018,0.699,0.635,129,4691944
402,Love Shadow,Kristy Anderson,Pop,2019,0.379,0.916,98,5197076
403,Forever Fire,Justin Best,Electronic,2021,0.889,0.914,117,3634546
404,Night Love,Edwin Johnson,Hip-Hop,2010,0.818,0.579,115,5260681
405,Lonely Broken,Ashley Meyer,Electronic,2000,0.789,0.905,132,2386205
406,Shadow Love,Jason Scott,Hip-Hop,2001,0.613,0.781,123,2240946
407,Forever Paradise,Edward Rodriguez,R&B,2019,0.787,0.535,141,3356963
408,Sky Broken,Tiffany Ray,Alternative,2017,0.961,0.178,116,8753042
409,Dream Lonely,Jennifer Tyler,Soul,2021,0.507,0.226,122,1497440
410,Love Shadow,Alexander Scott,Hip-Hop,2013,0.671,0.769,121,1796579
411,Forever Night,Mary Davis,Electronic,2012,0.788,1,135,2104497
412,Lonely Love,Ashley Robinson,Electronic,2013,1,0.872,141,4824302
413,Sky Fire,Jonathan Davis,Rock,2009,0.472,0.77,142,2293978
414,Night Paradise,Penny Murray,Rock,2010,0.605,0.754,125,4216969
415,Night Love,Nathan Shaffer,R&B,2006,0.823,0.591,154,3862451
416,Light Dream,Christopher Thomas,Rock,2015,0.435,0.753,134,2150782
417,Sky Fire,Sara Clark,Electronic,2013,0.783,0.726,134,3348655
418,Heart Lonely,Jason Hayes,Alternative,2006,0.577,0.483,121,2844822
419,Heart Love,Stacy Figueroa,Electronic,2018,0.815,0.81,111,6757312
420,Fire Love,Christopher Clark,Soul,2019,0.314,0.512,74,2795737
421,Light Dream,Debra Madden,Hip-Hop,2001,0.865,0.593,134,3967044
422,Paradise Light,Tyler Carpenter,Electronic,2019,0.723,0.905,130,2376736
423,Forever Paradise,Sean Ferrell,Rock,2004,0.827,0.738,144,3259124
424,Lonely Forever,Andrea Holland,Rock,2001,0.425,0.719,119,5013181
425,Forever Fire,Courtney Lopez,Hip-Hop,2002,0.757,0.518,134,2625173
426,Broken Love,Michelle Reed,Rock,2008,0.51,0.716,134,4245978
427,Lonely Paradise,Ashley Allen,Pop,2007,0.586,0.647,116,5999262
428,Lonely Lonely,Christopher Hernandez,Rock,2007,0.47,0.762,111,5215759
429,Night Forever,Sandra Johnson,Pop,2023,0.826,0.84,100,3901490
430,Lonely Heart,Crystal Mccormick,Pop,2003,0.791,0.78,93,5921779
431,Forever Dream,John Robinson,Rock,2011,0.599,0.733,170,2489350
432,Heart Light,Robert Moyer,Soul,2021,0.415,0.246,146,2801391
433,Forever Shadow,Elizabeth Gilbert,Alternative,2021,0.724,0.386,101,4374765
434,Sky Love,Michele Brandt,Electronic,2019,0.744,0.86,143,7142775
435,Love Fire,Wesley Watson,Pop,2016,0.659,0.895,150,2750317
436,Sky Shadow,Brandon Perez,Hip-Hop,2021,0.832,0.927,130,3971679
437,Fire Broken,Madison Johnston,R&B,2010,0.449,0.441,166,2718561
438,Night Forever,Jason Chen,Hip-Hop,2021,0.939,0.402,96,3701906
439,Night Sky,Kimberly Daniel,Hip-Hop,2010,1,1,119,3144020
440,Heart Sky,Heather Turner,Rock,2006,0.689,0.566,97,2654876
441,Love Love,Patrick Bruce,Pop,2005,0.567,0.838,110,7804278
442,Paradise Paradise,Nancy Roberts,Soul,2008,0.426,0.154,79,1338343
443,Night Broken,Samantha Graves,Alternative,2006,0.516,0.432,108,4526682
444,Sky Love,Tiffany Miranda,Hip-Hop,2008,0.799,0.608,126,5089361
445,Love Dream,Kari Williams,Hip-Hop,2004,0.779,0.561,147,8763557
446,Sky Shadow,Christine Woodward,Hip-Hop,2007,0.716,0.368,144,3849027
447,Forever Fire,Claire Avery,Hip-Hop,2007,0.704,0.718,142,1744737
448,Lonely Love,Joseph Welch,Alternative,2006,0.597,0.225,128,4863288
449,Broken Shadow,Christy Thomas,Pop,2017,0.908,0.799,68,3293150
450,Broken Paradise,Belinda Palmer,Hip-Hop,2007,0.505,0.402,152,1495117
451,Dream Night,Robin Lee,Alternative,2007,0.383,0.207,93,3734529
452,Paradise Broken,Daniel Powell,Rock,2020,0.616,0.67,82,3762089
453,Broken Dream,Courtney Page,Pop,2005,0.676,0.877,95,3382423
454,Light Shadow,Christopher Coleman,Electronic,2002,0.924,0.847,120,4513995
455,Love Light,Matthew Sanchez,Soul,2010,0.636,0.288,88,1568621
456,Love Heart,Rachael Tran,Electronic,2005,0.789,0.915,124,3075558
457,Heart Sky,Jessica Woods,Electronic,2014,0.778,0.838,126,2034016
458,Broken Love,Laura Long,Rock,2015,0.595,0.862,130,1264581
459,Night Forever,Timothy Rogers,Electronic,2004,0.897,0.74,114,1897356
460,Shadow Night,Mark Alvarado,Rock,2012,0.697,0.897,152,4209118
461,Broken Broken,Catherine Cook,Pop,2000,0.512,1,94,4492265
462,Light Night,Barry Lewis,Hip-Hop,2004,0.709,0.493,126,3947148
463,Heart Night,David Shaw,Pop,2016,0.578,0.677,86,2479281
464,Heart Dream,John Schultz,Soul,2008,0.317,0.508,117,9927832
465,Shadow Dream,Kristy Smith,Rock,2013,0.66,0.727,140,4010777
466,Forever Heart,Charles Charles,R&B,2006,0.602,0.279,107,1853003
467,Lonely Dream,Mark Todd,Rock,2023,0.575,0.719,119,1252088
468,Sky Fire,Jennifer Allen,Alternative,2007,0.452,0.27,106,2488377
469,Forever Fire,Brenda Watson,Soul,2005,0.296,0.551,130,2946505
470,Lonely Fire,Donald Eaton,Alternative,2003,0.862,0.333,106,2698941
471,Night Broken,Brandon Woodward,Electronic,2017,0.816,0.804,141,4264069
472,Fire Shadow,Adrienne King,Hip-Hop,2021,0.605,0.332,174,2767731
473,Shadow Light,Katherine Freeman,R&B,2023,0.659,0.159,128,2098861
474,Lonely Dream,Charles Scott,R&B,2017,0.505,0.557,126,6509294
475,Forever Shadow,Christopher Brown,Alternative,2002,0.721,0.35,87,2896561
476,Dream Broken,Kathryn Harrell,Electronic,2016,0.612,0.986,124,3367459
477,Heart Lonely,Melissa Hayes,Rock,2017,0.589,1,105,4248599
478,Shadow Broken,Jake Ramirez,Pop,2000,0.819,1,106,3488994
479,Shadow Paradise,Daniel Hernandez,Soul,2009,0.581,0.257,89,2766247
480,Sky Broken,Karen Hernandez,Pop,2019,0.696,0.491,96,7955168
481,Forever Shadow,Scott Davies,Soul,2011,0.314,0.285,78,6956899
482,Love Sky,Stephanie Martinez,Electronic,2016,0.927,0.649,123,4868535
483,Forever Fire,Eric Wright,Hip-Hop,2022,0.761,1,131,3264657
484,Dream Love,Michael Browning,Hip-Hop,2002,0.695,0.728,122,1704234
485,Paradise Heart,Christopher Ellis,R&B,2014,0.665,0.741,120,2486248
486,Dream Shadow,Michele Lopez,Pop,2005,0.733,0.657,93,6754720
487,Forever Forever,Anthony Green,Hip-Hop,2018,0.846,0.469,134,4080766
488,Night Light,Peter Martinez,Hip-Hop,2009,0.717,0.697,128,2165780
489,Light Broken,Janice Peters,Pop,2018,0.625,0.579,91,2938502
490,Paradise Lonely,Ashley Rice,Pop,2022,0.702,0.919,125,8393641
491,Night Light,Todd Mcdonald,Alternative,2003,0.718,0.433,87,2355420
492,Lonely Lonely,Manuel Benitez,Pop,2004,0.55,0.764,129,6977112
493,Shadow Forever,Michelle Hurst,Soul,2007,0.698,0.33,107,4485236
494,Lonely Forever,Alejandro Hubbard,R&B,2007,0.298,0.591,102,3804505
495,Night Fire,Ashley Diaz,Electronic,2021,0.838,0.771,125,1180123
496,Heart Love,Thomas Olsen,Pop,2019,0.656,0.761,109,2455873
497,Paradise Shadow,David Hill,Hip-Hop,2000,0.765,0.478,157,1735826
498,Broken Light,Christy Velazquez,Hip-Hop,2019,0.729,0.751,120,3376627
499,Shadow Sky,Kristen Walker,Electronic,2010,0.865,0.708,130,3058181
500,Broken Shadow,Dr. Rebecca Holloway,Pop,2019,0.392,0.775,119,1810706
501,Fire Paradise,Joseph Bird,R&B,2000,1,0.474,125,5755283
502,Night Paradise,Emily Davis,Electronic,2007,0.854,0.961,114,4745791
503,Dream Heart,Daniel Edwards,Hip-Hop,2007,0.768,0.588,122,3567894
504,Heart Dream,Ms. Kayla Arnold,Rock,2012,0.472,0.763,146,3642250
505,Night Light,Stephanie Weaver,R&B,2004,0.907,0.361,120,2338320
506,Paradise Broken,Jeremy Smith,R&B,2006,0.61,0.216,107,2141770
507,Love Sky,Nicole Sanders,Hip-Hop,2012,0.747,0.551,158,4072757
508,Fire Love,Caroline Romero,R&B,2006,0.704,0.652,139,2693265
509,Fire Light,Kenneth Clark,Hip-Hop,2010,0.807,0.854,136,3189595
510,Heart Broken,Teresa Chavez,Soul,2013,0.404,0.415,113,3250606
511,Paradise Broken,Joseph White,R&B,2020,1,0.565,177,3798482
512,Dream Love,Richard Castaneda,Rock,2022,0.544,0.871,101,1665205
513,Light Heart,Mr. Gregory Cain,R&B,2023,0.893,0.37,113,2945313
514,Paradise Night,Maria Buchanan,Rock,2008,0.587,0.86,133,3677164
515,Love Forever,Ruben Brady,R&B,2020,0.76,0.491,127,10036073
516,Forever Light,Seth Harrison,Hip-Hop,2007,0.706,0.716,139,3682810
517,Night Lonely,Antonio Romero,Pop,2020,0.472,0.202,93,5166363
518,Dream Light,Joseph Porter,Soul,2007,0.703,0.402,95,5366492
519,Paradise Love,Valerie Murray,Soul,2012,0.575,0.523,80,2722467
520,Dream Heart,Jasmine Wood,Pop,2001,0.777,0.486,106,4819569
521,Forever Dream,Raven Carney,R&B,2022,0.645,0.436,146,1495484
522,Heart Broken,Adam Smith,Hip-Hop,2014,0.807,0.31,81,2456860
523,Shadow Dream,Teresa Garcia,R&B,2005,0.733,0.495,77,6429442
524,Broken Night,Elizabeth Medina,Soul,2005,0.739,0.465,115,2773926
525,Forever Paradise,Leslie Fox,Electronic,2023,0.715,0.869,120,2755678
526,Lonely Forever,Andrew Hawkins,Soul,2017,0.396,0.404,96,4649129
527,Broken Dream,John Rivera,Pop,2022,0.645,0.764,64,2552894
528,Forever Forever,Paula Smith,Alternative,2001,0.586,0.756,105,2790051
529,Night Lonely,Summer Robertson,Hip-Hop,2011,0.574,0.519,135,2580835
530,Broken Forever,Victoria Williams,R&B,2005,0.832,0.505,68,5340369
531,Sky Forever,Margaret Yang,Electronic,2011,0.901,0.765,108,3229199
532,Dream Paradise,Robin Vaughan,Alternative,2012,0.791,0.055,121,1832669
533,Fire Love,Robert Dunlap,Rock,2021,0.484,0.856,99,4824255
534,Shadow Sky,Dominique Gray,R&B,2019,0.515,0.568,94,5279099
535,Light Paradise,Robert Espinoza,Soul,2011,0.51,0.581,123,3497589
536,Shadow Dream,Deborah Kaufman,Alternative,2003,0.592,0.576,97,5801540
537,Paradise Shadow,Deborah Robinson,Alternative,2020,0.662,0.106,109,5975765
538,Heart Heart,Donald Allen,Alternative,2000,0.733,0.426,152,3402707
539,Night Fire,Mrs. Holly Williams,Electronic,2009,0.8,0.91,122,6915466
540,Sky Shadow,Pamela Woods,Alternative,2012,0.664,0.605,118,2366809
541,Night Broken,Megan Morris,R&B,2007,0.81,0.684,157,6253500
542,Night Lonely,Joshua Sandoval,R&B,2018,0.571,0.3,110,2716264
543,Light Love,Shawn Johnson,Alternative,2014,0.85,0.442,138,6310708
544,Forever Paradise,Andrew Barnes,R&B,2006,0.602,0.316,187,1944988
545,Forever Lonely,Michael Singh,Rock,2017,0.439,0.797,111,2759889
546,Fire Love,Julie Rivera,Soul,2018,0.204,0.393,112,2196746
547,Love Heart,Jimmy Skinner,Pop,2004,0.586,0.874,122,10191671
548,Lonely Light,Maxwell Mendoza,Alternative,2015,0.517,0.554,116,7582148
549,Lonely Light,Cody Sutton,R&B,2012,0.006,0.406,147,4475155
550,Light Fire,Cory Phillips,Hip-Hop,2002,0.756,0.766,159,4651001
551,Dream Paradise,Patricia Garner,Pop,2011,0.622,0.601,108,2881447
552,Sky Shadow,Derrick Johnson,Hip-Hop,2017,0.758,0.459,153,2836046
553,Heart Heart,Ronald Maddox,Electronic,2018,0.848,0.866,123,3780657
554,Love Fire,Benjamin Ball,Rock,2007,0.677,0.658,129,2238773
555,Light Light,Samuel Johnson,Rock,2006,0.441,0.744,140,1904173
556,Heart Paradise,Glenda Kramer,Pop,2015,0.92,0.794,138,5044062
557,Broken Shadow,Joshua Moore,Alternative,2014,0.673,0.44,130,3790323
558,Forever Shadow,Michael King,Rock,2005,0.717,0.807,160,11454022
559,Heart Shadow,Wayne Allen,Pop,2023,0.51,0.703,96,3996067
560,Broken Fire,Timothy Carlson,Soul,2020,0.256,0.335,105,4036040
561,Shadow Night,Kevin Pruitt,Electronic,2003,0.715,0.989,124,2440731
562,Heart Heart,Amanda Duncan,Alternative,2007,0.59,0.521,125,3558870
563,Shadow Love,Mrs. Monica Crawford DVM,R&B,2022,0.56,0.428,82,1641497
564,Night Broken,Amanda Moore,Soul,2018,0.52,0.097,84,3371377
565,Light Broken,Eric Dennis,R&B,2012,0.459,0.673,58,1375235
566,Dream Night,Theresa Dyer,R&B,2013,0.958,0.345,76,1425859
567,Fire Light,Michael Ramos,Pop,2018,0.802,0.607,76,1767626
568,Night Heart,Laura Jones,Hip-Hop,2011,0.67,0.515,117,1780491
569,Dream Forever,Felicia Ortiz,Electronic,2016,0.812,0.798,136,1731442
570,Shadow Forever,Kendra Villarreal,Rock,2017,0.688,0.682,102,2182709
571,Shadow Paradise,Richard Vang,Alternative,2003,0.726,0.331,179,1128037
572,Dream Shadow,James Cook DDS,Pop,2006,0.753,0.702,145,913732
573,Fire Love,Timothy Macias,Hip-Hop,2001,0.849,0.481,165,1334792
574,Paradise Forever,Chase Gaines,Hip-Hop,2013,0.887,0.395,110,1359061
575,Night Dream,Rachel Lyons,Alternative,2000,0.557,0.272,122,3287811
576,Light Paradise,William Reed,Alternative,2012,0.521,0.419,118,5753961
577,Light Night,Calvin Ramos,Rock,2020,0.648,0.71,133,3977283
578,Broken Lonely,Kelly Simon,Alternative,2011,0.425,0.364,145,2661303
579,Night Light,Michael Morgan,Soul,2023,0.423,0.251,93,2263133
580,Shadow Heart,Jacob Walton,Rock,2002,0.554,0.807,140,2114825
581,Love Broken,Beth Perez,R&B,2022,0.753,0.371,116,1807633
582,Forever Paradise,Sherry Cain,Alternative,2019,0.622,0.444,118,7281604
583,Sky Light,Gary Frey,Electronic,2013,0.777,0.902,117,4086247
584,Sky Night,Yolanda Fuller,Alternative,2010,0.512,0.498,117,7940241
585,Light Lonely,Deborah Erickson,Rock,2013,0.494,0.989,69,5829513
586,Love Light,Anthony Conway,Electronic,2015,0.84,0.859,119,7035835
587,Fire Shadow,Glenn Mays,Pop,2010,0.699,0.748,138,1503410
588,Night Light,Alexandra Smith,Electronic,2006,0.77,0.72,120,955161
589,Fire Paradise,Christopher Crosby,R&B,2001,0.704,0.49,88,4949305
590,Sky Fire,Wendy Palmer,Electronic,2002,0.758,0.835,128,1663875
591,Light Paradise,Joseph Huber,Rock,2010,0.583,0.808,129,4967962
592,Dream Fire,James Bass,Pop,2001,0.677,0.724,108,3125357
593,Shadow Dream,Beth Howe,Rock,2019,0.629,0.904,119,939711
594,Broken Night,Angela Robertson,Rock,2013,0.596,0.818,123,3968965
595,Love Sky,Eduardo Rivera,Hip-Hop,2002,0.723,0.724,113,11076756
596,Heart Forever,Charles Ramirez Jr.,Pop,2002,0.359,0.906,93,1712753
597,Sky Broken,Andrea Jones,Alternative,2012,0.787,0.218,147,2261073
598,Dream Paradise,Jeremiah Hanna,Soul,2009,0.626,0.348,113,2560826
599,Night Love,Laura Brewer,Pop,2013,0.822,0.655,58,4680061
600,Sky Light,Keith Juarez,Alternative,2002,0.823,0.358,119,2665218
601,Heart Forever,Joseph Brennan,R&B,2020,0.735,0.666,152,1847889
602,Sky Dream,Jacqueline Gallagher,Hip-Hop,2009,0.749,0.6,143,2837994
603,Paradise Broken,Angelica Neal,R&B,2005,0.851,0.609,146,3770999
604,Broken Lonely,Robert Lester,Pop,2022,0.593,0.378,125,2126057
605,Sky Lonely,Nicole Hood,Electronic,2018,0.722,0.724,137,1718738
606,Night Fire,Nicole Thomas,Soul,2017,0.324,0.346,79,2418064
607,Heart Love,Jennifer Hampton,Electronic,2006,0.792,0.909,119,5884901
608,Fire Night,Andrea Pena,Electronic,2009,0.746,0.872,118,1779306
609,Paradise Forever,Patrick Long,Alternative,2014,0.518,0.225,96,3458964
610,Broken Light,Adam Aguirre,Soul,2012,0.395,0.348,110,4066147
611,Love Lonely,Samantha Young,Electronic,2014,0.726,0.831,131,4262612
612,Night Light,Richard Lara,Hip-Hop,2023,0.889,0.2,135,2074964
613,Night Dream,Lisa Walker,Electronic,2018,0.648,0.816,135,2511307
614,Lonely Light,Dylan Allen,Electronic,2010,0.932,0.848,121,5387474
615,Paradise Light,Mallory Garcia,Pop,2009,0.719,0.623,98,7635334
616,Paradise Light,Jennifer Nichols,Alternative,2013,0.653,0.365,122,5750653
617,Dream Broken,Kirk Watson,Soul,2023,0.386,0.356,102,6203353
618,Broken Night,Casey Baker,Soul,2001,0.313,0.44,72,6192115
619,Night Shadow,Patrick Winters,R&B,2004,0.723,0.539,119,1976259
620,Paradise Forever,Daniel Gay,Pop,2019,0.671,0.829,142,3846873
621,Heart Night,Danielle Gonzales,Electronic,2016,1,0.718,114,3126773
622,Heart Fire,Tyler Long,R&B,2002,0.568,0.532,129,8798611
623,Heart Sky,Timothy Stanley,Rock,2013,0.672,0.749,137,3493652
624,Lonely Fire,Joseph Miller,Rock,2009,0.554,0.78,113,979949
625,Broken Sky,Jasmine Simpson,Soul,2021,0.652,0.267,85,1352160
626,Dream Paradise,Laura Wilson,Hip-Hop,2012,0.8,0.852,151,1880301
627,Heart Broken,Sergio Moore,Rock,2022,0.56,0.825,140,3682983
628,Dream Lonely,Crystal Freeman,Rock,2014,0.607,0.849,114,2226891
629,Love Light,George Lee,Electronic,2006,0.822,0.875,115,992578
630,Sky Sky,Nicholas Rivera MD,Rock,2019,0.598,0.651,166,5713840
631,Night Light,Jasmine Curry,R&B,2002,0.568,0.411,84,4375124
632,Light Broken,Joanna Montes,Pop,2003,0.847,0.68,46,5705598
633,Dream Heart,Trevor Williams,Hip-Hop,2016,0.656,0.52,128,6007358
634,Lonely Night,Ashley Smith,Soul,2020,0.277,0.328,114,3551767
635,Heart Sky,Sarah Carter,Pop,2009,0.798,0.96,110,3079366
636,Light Light,Timothy Bishop,Pop,2007,1,0.722,102,3948873
637,Shadow Shadow,Bryan Young,Rock,2017,0.635,0.934,121,3280350
638,Paradise Broken,Justin Scott,Rock,2000,0.477,0.634,118,3311998
639,Heart Broken,Emily Wells,Hip-Hop,2002,0.998,0.774,133,3083403
640,Night Night,Michael Moore,Electronic,2010,1,0.8,127,3054799
641,Light Love,Emily Peterson PhD,Alternative,2016,0.361,0.006,94,2665478
642,Forever Light,Sean English,Electronic,2022,0.803,0.879,115,3232272
643,Lonely Sky,Yvette Johnson,Soul,2003,0.517,0.283,112,2050532
644,Shadow Forever,Wendy Lam,Soul,2021,0.346,0.447,104,3742936
645,Broken Lonely,Michelle Burke,Rock,2006,0.49,0.81,120,2404557
646,Heart Paradise,Diana Richmond,Rock,2013,0.469,0.629,109,3518085
647,Light Dream,Nancy Marsh,Rock,2023,0.675,0.825,149,3162540
648,Love Lonely,Matthew Wright,Hip-Hop,2014,0.726,0.553,145,6677425
649,Light Shadow,Karen Williams PhD,Pop,2002,0.868,0.639,99,4333991
650,Light Heart,Michele Adams,Hip-Hop,2003,0.693,0.76,135,3214170
651,Light Fire,Christina Snyder,Hip-Hop,2010,0.888,0.56,146,2312987
652,Heart Shadow,Cindy Chen,Alternative,2003,0.693,0.504,140,2987621
653,Shadow Fire,Megan Brown,Hip-Hop,2000,0.791,0.717,121,3823102
654,Sky Fire,Christina Bennett,R&B,2012,0.911,0.474,121,4277251
655,Love Love,Samuel Garcia,Rock,2002,0.66,0.778,112,3173438
656,Heart Paradise,Kathryn Williams,Hip-Hop,2016,0.734,0.547,140,7350926
657,Fire Sky,Jeffrey Fuentes,Electronic,2011,1,0.892,119,1631538
658,Light Night,Tammy Scott,Electronic,2021,0.683,0.814,125,4259911
659,Lonely Love,Cheryl Smith,Hip-Hop,2021,0.838,0.461,126,1823876
660,Paradise Forever,Catherine Ruiz,Electronic,2000,0.842,0.698,138,796106
661,Paradise Lonely,Krista Harper,Electronic,2016,0.776,0.861,133,5992212
662,Night Forever,Duane Kelly,R&B,2020,0.966,0.371,75,6499679
663,Sky Fire,Joseph Hill,R&B,2000,0.731,0.322,117,4064559
664,Night Shadow,Victoria Wagner,Rock,2009,0.525,0.702,123,2187672
665,Lonely Broken,David Phillips,Pop,2012,0.901,0.805,60,2852260
666,Fire Paradise,Kenneth Wright,Soul,2010,0.557,0.322,88,5884820
667,Lonely Broken,Adam Cowan,Hip-Hop,2020,0.795,0.52,170,2098377
668,Broken Night,Robert Dominguez,Alternative,2010,0.678,0.458,112,1931469
669,Fire Forever,Jeremy Cook,Electronic,2001,0.932,0.781,130,5526495
670,Paradise Forever,James Hood,Electronic,2014,0.926,0.903,111,1391449
671,Paradise Fire,Barbara Brewer,Alternative,2023,0.741,0.59,71,4516282
672,Shadow Fire,Kevin Moore,Pop,2010,0.652,0.885,18,4811080
673,Shadow Paradise,Brian Garcia,Pop,2008,0.508,0.693,112,3214573
674,Light Broken,Nicole Mcdowell,Soul,2001,0.437,0.435,87,1449263
675,Sky Love,William Bowers,Pop,2012,0.706,0.442,47,5383624
676,Broken Paradise,Kimberly Reynolds,Pop,2023,0.608,0.446,50,4255691
677,Forever Paradise,Mason Jones,Soul,2003,0.291,0.486,90,6358685
678,Fire Sky,Ashley Kim,Rock,2018,0.553,0.883,135,2470690
679,Light Light,Sandra Pruitt,Soul,2021,0.616,0.341,78,2922461
680,Night Broken,Mike Cook,Rock,2008,0.502,0.77,165,3860219
681,Broken Light,Katherine Davis,Electronic,2015,0.968,0.935,119,6341371
682,Dream Heart,Jeffrey Pineda,Hip-Hop,2000,0.615,0.781,149,3799398
683,Forever Sky,Amy Anderson,Pop,2010,0.486,0.612,61,3761726
684,Light Light,Madison Rhodes,Rock,2011,0.581,0.829,131,1548213
685,Dream Lonely,Mark Pham,Alternative,2016,0.812,0.596,124,7416194
686,Sky Heart,Donald Haynes,Rock,2013,0.337,0.819,130,2560685
687,Broken Sky,Alex Alexander,Soul,2008,0.593,0.491,78,2495785
688,Light Lonely,Debra Palmer,Pop,2010,0.976,0.547,84,1870585
689,Night Fire,Devin Aguilar,R&B,2020,0.801,0.503,160,2010275
690,Fire Broken,Tracey Martin,Pop,2023,0.508,0.745,42,4263996
691,Broken Heart,Jill Holt,Electronic,2017,0.808,0.952,112,6242440
692,Light Love,Lisa Lin,Pop,2012,0.323,0.667,57,3090286
693,Dream Paradise,Samantha Boyd,Hip-Hop,2001,0.789,0.634,126,3051101
694,Forever Love,Vanessa Munoz,R&B,2004,0.877,0.463,118,10223672
695,Shadow Shadow,Alexis Ramos,Soul,2015,0.512,0.27,121,1881988
696,Shadow Paradise,Deanna Newman,R&B,2015,0.751,1,55,5294641
697,Night Love,Mariah Nunez,Soul,2021,0.694,0.336,62,3682350
698,Sky Forever,Christina Lewis,Rock,2012,0.657,0.67,131,720314
699,Light Sky,Maria Hess,Soul,2019,0.461,0.376,64,4753244
700,Paradise Shadow,Natalie Cunningham,Rock,2004,0.426,0.724,119,2477125
701,Heart Lonely,Ann Ramirez,Hip-Hop,2012,0.755,0.448,133,2361706
702,Light Night,Kelly Dunn,R&B,2007,0.664,0.452,111,5269445
703,Fire Fire,Wesley Chandler,R&B,2013,0.788,0.427,58,2030823
704,Night Love,Chelsea Kemp,Alternative,2007,0.605,0.586,116,6924743
705,Sky Sky,Regina Jones,Soul,2004,0.463,0.327,118,4219695
706,Light Shadow,Lauren Blanchard,Rock,2010,0.602,0.812,129,2376246
707,Dream Sky,Jeanne Hernandez,Rock,2007,0.471,0.817,136,2545441
708,Heart Forever,Michael Smith,Soul,2013,0.37,0.419,101,2733561
709,Lonely Light,Jennifer Curtis,R&B,2011,0.672,0.337,173,13709699
